Player name	W/L(%)	Total games	Easy	Null	Single dark	Double dark
oliana	200.0	3	100.0	0.0	0.0	0.0
314Nikki	100.0	2	100.0	0.0	0.0	0.0
arc	100.0	2	100.0	0.0	0.0	0.0
AshleyBridge	100.0	2	50.0	0.0	50.0	0.0
egerdm	100.0	2	100.0	0.0	0.0	0.0
gchang02	100.0	2	100.0	0.0	0.0	0.0
jack_0f_hearts	100.0	2	100.0	0.0	0.0	0.0
JackFrost	100.0	2	100.0	0.0	0.0	0.0
joelwool	100.0	2	100.0	0.0	0.0	0.0
Jtjg	100.0	2	50.0	0.0	50.0	0.0
level_0	100.0	2	100.0	0.0	0.0	0.0
nukelauncher	100.0	2	100.0	0.0	0.0	0.0
sandvichkin	100.0	2	100.0	0.0	0.0	0.0
eliclax	66.67	5	100.0	0.0	0.0	0.0
parrotdoxair	66.67	10	100.0	0.0	0.0	0.0
newduke	60.0	8	100.0	0.0	0.0	0.0
Kowalski1337	50.0	3	100.0	0.0	0.0	0.0
louietyj	50.0	6	33.33	0.0	66.67	0.0
macanek	50.0	12	91.67	0.0	8.33	0.0
pettzar	50.0	3	100.0	0.0	0.0	0.0
ricardodd	50.0	3	33.33	0.0	66.67	0.0
wolfpack	50.0	3	33.33	0.0	66.67	0.0
Feich59	42.86	10	100.0	0.0	0.0	0.0
Pepepe	41.67	17	88.24	0.0	11.76	0.0
eevee	40.0	7	100.0	0.0	0.0	0.0
ejwu	38.1	29	93.1	0.0	6.9	0.0
penisman	37.5	11	72.73	9.09	18.18	0.0
Veexliat	36.36	15	93.33	0.0	6.67	0.0
ChristopheAF	33.33	4	100.0	0.0	0.0	0.0
Dr_Kakashi	33.33	12	100.0	0.0	0.0	0.0
Dwu123	33.33	4	0.0	0.0	100.0	0.0
VerySloppyTwo	33.33	40	65.0	0.0	32.5	2.5
Zakisan	33.33	4	100.0	0.0	0.0	0.0
TheDaniMan	30.77	17	70.59	0.0	29.41	0.0
asaelr	30.3	43	86.05	0.0	11.63	2.33
Div	28.57	9	100.0	0.0	0.0	0.0
duckmedic	28.57	9	88.89	0.0	11.11	0.0
