game_id	count	score	variant	date	players
563326	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:19:52.09908Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563324	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:19:30.212383Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563322	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:19:10.366201Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563321	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:18:55.536597Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563319	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:18:28.614804Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563318	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:17:50.66657Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563317	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:17:27.482307Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563315	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:16:16.733426Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563314	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:15:26.745675Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563313	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:15:09.050109Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563312	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:14:45.40163Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563311	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:14:11.270376Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563310	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:13:42.232157Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563309	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:12:31.040879Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563308	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:12:02.63857Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563307	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:11:44.847274Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563306	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:11:13.534739Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563305	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:11:00.798747Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563304	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:10:32.98982Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563303	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:09:49.348656Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563302	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:08:53.217485Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563301	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:08:21.894166Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563300	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:07:58.376523Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563299	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:07:09.096009Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563297	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:06:19.709208Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563296	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:04:47.973957Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563294	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:04:35.605531Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563292	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:04:11.943668Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563291	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:03:48.088787Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563290	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:03:05.77971Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563289	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:02:39.202114Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563288	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:02:00.413491Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563287	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:01:31.658674Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563286	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:01:00.337772Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563285	4	0	Dark Rainbow (6 Suits)	2021-06-14T22:00:17.222818Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563284	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:59:59.85288Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563282	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:59:21.27655Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563280	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:58:10.173994Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563279	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:57:05.558747Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563278	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:56:44.551613Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563277	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:55:38.477892Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563275	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:54:58.099851Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563273	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:54:20.888417Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563271	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:53:13.448521Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563270	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:52:42.919404Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563269	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:51:59.20533Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
563266	4	0	Dark Rainbow (6 Suits)	2021-06-14T21:51:18.108714Z	['Floriman', 'florrat2', 'Libster', 'Valetta6789']
